question,option,confidence,is_marked,final_answer,multiple_marks
15,C,0.8297958241696264,True,C,True
15,D,0.7256819838241569,True,C,True
16,A,0.8461475713933206,True,A,True
16,B,0.6564685390992655,True,A,True
16,C,0.6088995897041451,True,A,True
16,D,0.5553951521198175,True,A,True
17,A,0.7314489789259153,True,B,True
17,B,0.7360937924305733,True,B,True
17,C,0.6839556018948973,True,B,True
17,D,0.6048285314494813,True,B,True
18,A,0.8048288596989371,True,A,True
18,B,0.7738092360302696,True,A,True
18,C,0.772076999771286,True,A,True
18,D,0.7471663507936364,True,A,True
19,A,0.8874718114665034,True,A,True
19,B,0.7874773342787827,True,A,True
19,C,0.6727870408527181,True,A,True
19,D,0.7983668374150233,True,A,True
20,A,0.6226911964919555,True,C,True
20,B,0.725230074427984,True,C,True
20,C,0.8338775647910237,True,C,True
20,D,0.6985767002212224,True,C,True
21,A,0.6412036704326058,True,B,True
21,B,0.6836590621133769,True,B,True
21,C,0.6157164135662465,True,B,True
21,D,0.578974867688147,True,B,True
22,A,0.68618002828312,True,A,True
22,B,0.6044665171404734,True,A,True
22,C,0.63288630160877,True,A,True
22,D,0.6303178414503385,True,A,True
23,A,0.7360601948536695,True,A,True
23,B,0.7261361010570738,True,A,True
23,C,0.5166354960646965,True,A,True
23,D,0.6628550258137264,True,A,True
24,A,0.7646798308943057,True,A,True
24,B,0.6829836665079733,True,A,True
24,C,0.6952617097320608,True,A,True
24,D,0.6596983872917834,True,A,True
25,A,0.8287229121782688,True,A,True
25,B,0.7487348652027299,True,A,True
25,C,0.7489067884541752,True,A,True
25,D,0.7843745679465293,True,A,True
26,A,0.6555941259922644,True,C,True
26,B,0.8201294294901934,True,C,True
26,C,0.8507421526421155,True,C,True
26,D,0.589629661845744,True,C,True
27,A,0.7686542891970444,True,B,True
27,B,0.7933907006455516,True,B,True
27,C,0.7179305461622902,True,B,True
27,D,0.7706889235716413,True,B,True
28,A,0.5497240675293642,True,D,True
28,B,0.6251099913563087,True,D,True
28,C,0.5951118467795242,True,D,True
28,D,0.6667635660206518,True,D,True
29,A,0.6791478544905892,True,A,True
29,B,0.6408138693480017,True,A,True
29,C,0.6753978267933519,True,A,True
29,D,0.6766317866436228,True,A,True
30,A,0.6412160628576467,True,C,True
30,B,0.5580607201522866,True,C,True
30,C,0.6636557096923663,True,C,True
30,D,0.64053745931195,True,C,True
31,A,0.764018064091383,True,A,True
31,B,0.7160815728400587,True,A,True
31,C,0.6564148124506783,True,A,True
31,D,0.5982592648853249,True,A,True
32,A,0.5941045719734049,True,B,True
32,B,0.832924442761115,True,B,True
32,C,0.5743218427465027,True,B,True
32,D,0.8049568195981,True,B,True
33,A,0.5306702951863431,True,B,True
33,B,0.8640353541124925,True,B,True
33,C,0.7252303473402593,True,B,True
33,D,0.5048698894303371,True,B,True
34,A,0.5933980271695313,True,B,True
34,B,0.7746390672033168,True,B,True
34,C,0.7541443627362199,True,B,True
34,D,0.763791608598435,True,B,True
35,A,0.7774239115951568,True,A,True
35,B,0.6432409134307719,True,A,True
35,C,0.6562810271523057,True,A,True
35,D,0.6381657425298586,True,A,True
36,A,0.6704389152775044,True,A,True
36,B,0.6619209133927587,True,A,True
36,C,0.6623790394647295,True,A,True
36,D,0.6032052554625598,True,A,True
37,A,0.7690136377515955,True,D,True
37,B,0.6699608723362988,True,D,True
37,C,0.7070764383509456,True,D,True
37,D,0.8159642793442204,True,D,True
38,A,0.5626673809645373,True,D,True
38,B,0.7025261180212863,True,D,True
38,C,0.5264982553424389,True,D,True
38,D,0.7320437876391778,True,D,True
39,A,0.6050550475307377,True,D,True
39,B,0.5506392202394352,True,D,True
39,C,0.7244087547865357,True,D,True
39,D,0.843967822521056,True,D,True
40,A,0.5342901521008749,True,D,True
40,B,0.8311916592798039,True,D,True
40,C,0.5097056997527472,True,D,True
40,D,0.8333073701110727,True,D,True
41,A,0.7449172517768328,True,A,True
41,B,0.4500993735225113,True,A,True
41,C,0.6334600721295749,True,A,True
41,D,0.5409221669224236,True,A,True
42,A,0.7835818644944147,True,D,True
42,B,0.7104321795185591,True,D,True
42,C,0.6645738800423607,True,D,True
42,D,0.8162246730928702,True,D,True
43,A,0.8111443311918323,True,A,True
43,B,0.46882961913563775,True,A,True
43,C,0.6082031458301728,True,A,True
43,D,0.6361084034532306,True,A,True
44,A,0.5115637945693745,True,B,True
44,B,0.6183706809339452,True,B,True
44,C,0.5787582273747465,True,B,True
44,D,0.6045342062749302,True,B,True
45,A,0.7968490973277507,True,A,True
45,B,0.49631377898525814,True,A,True
45,C,0.7778159910734916,True,A,True
45,D,0.7184745870376854,True,A,True
46,A,0.6543017002510713,True,A,True
46,B,0.4938916766544002,True,A,True
46,C,0.6058123473407738,True,A,True
46,D,0.644473386666933,True,A,True
47,A,0.7821308635894375,True,B,True
47,B,0.7935924445414251,True,B,True
47,C,0.5623866668677218,True,B,True
47,D,0.6686148733272772,True,B,True
48,A,0.8453301415346977,True,A,True
48,B,0.7096563414976316,True,A,True
48,C,0.7757568558997767,True,A,True
48,D,0.7030523105548571,True,A,True
49,A,0.5949469728523383,True,C,True
49,B,0.6943843586753681,True,C,True
49,C,0.7845660201181766,True,C,True
49,D,0.7094069655786319,True,C,True
50,A,0.6609994863319094,True,C,True
50,B,0.6511798245426753,True,C,True
50,C,0.8864164627240745,True,C,True
50,D,0.6950102615905123,True,C,True
51,A,0.7278151542282215,True,C,True
51,B,0.58422217031325,True,C,True
51,C,0.7579671737333845,True,C,True
51,D,0.7051915892122367,True,C,True
52,A,0.542802041726934,True,C,True
52,B,0.6868624114578938,True,C,True
52,C,0.8258368552369604,True,C,True
52,D,0.5267211575865904,True,C,True
53,A,0.614392649476579,True,B,True
53,B,0.758820679127372,True,B,True
53,C,0.6957220449452133,True,B,True
53,D,0.5395674294696551,True,B,True
54,A,0.525437872911919,True,D,True
54,B,0.7076328955339755,True,D,True
54,C,0.5606720009663302,True,D,True
54,D,0.8107627227892912,True,D,True
55,A,0.532044064024261,True,C,True
55,B,0.5116101059353306,True,C,True
55,C,0.6873382402794743,True,C,True
55,D,0.676263838442493,True,C,True
56,A,0.6697402371670896,True,D,True
56,B,0.7594339177141476,True,D,True
56,C,0.6172448563522448,True,D,True
56,D,0.7735833344342491,True,D,True
57,A,0.7054601600537265,True,C,True
57,B,0.6572725310302857,True,C,True
57,C,0.716152765816223,True,C,True
57,D,0.46065936006128405,True,C,True
58,A,0.7101936108823326,True,B,True
58,B,0.8246432864104365,True,B,True
58,C,0.5251041665089552,True,B,True
58,D,0.7210738841207313,True,B,True
59,A,0.6524353993730221,True,D,True
59,B,0.617569335447897,True,D,True
59,C,0.6969214415226145,True,D,True
59,D,0.7149713379333476,True,D,True
60,A,0.7058912074186005,True,A,True
60,B,0.6941613497383591,True,A,True
60,C,0.6227269164913184,True,A,True
60,D,0.6904370709652596,True,A,True
61,A,0.6877426095185032,True,C,True
61,B,0.6377600598316563,True,C,True
61,C,0.874376549429896,True,C,True
61,D,0.547741317287118,True,C,True
62,A,0.6148645365199024,True,B,True
62,B,0.7654279857127922,True,B,True
62,C,0.625665970016369,True,B,True
62,D,0.6697462276809782,True,B,True
63,A,0.7766780135901731,True,D,True
63,B,0.8011089704933477,True,D,True
63,C,0.8432074582416401,True,D,True
63,D,0.8447716483291323,True,D,True
64,A,0.727825508238886,True,C,True
64,B,0.6815446239346866,True,C,True
64,C,0.8000683824453493,True,C,True
64,D,0.4921857938597478,True,C,True
65,A,0.7368426606049977,True,C,True
65,B,0.5684037637384063,True,C,True
65,C,0.8019795949679848,True,C,True
65,D,0.5164373849890894,True,C,True
66,A,0.5638235975167087,True,D,True
66,B,0.5021551491253173,True,D,True
66,C,0.5002463705213823,True,D,True
66,D,0.5706049019885648,True,D,True
67,A,0.7315450160421391,True,A,True
67,B,0.5876689512731231,True,A,True
67,C,0.5770846811465986,True,A,True
67,D,0.6619482866587983,True,A,True
68,A,0.6745832258711756,True,B,True
68,B,0.8692701457542416,True,B,True
68,C,0.8022196993643824,True,B,True
68,D,0.8391717812544435,True,B,True
69,A,0.5943526689635825,True,D,True
69,B,0.6186454498735646,True,D,True
69,C,0.7108923960569923,True,D,True
69,D,0.7615578196061308,True,D,True
70,A,0.818023206299612,True,A,True
70,B,0.7238061732669926,True,A,True
70,C,0.6600511289419375,True,A,True
70,D,0.7326286655952854,True,A,True
71,A,0.5059739822549445,True,B,True
71,B,0.7970863729013422,True,B,True
71,C,0.6281031709017589,True,B,True
71,D,0.6671940393128485,True,B,True
72,A,0.690414250711835,True,C,True
72,B,0.6975910769130603,True,C,True
72,C,0.7018694597052575,True,C,True
72,D,0.6656359112941126,True,C,True
73,A,0.7538192791801038,True,B,True
73,B,0.7806830202037222,True,B,True
73,C,0.44777666786913906,True,B,True
73,D,0.6823287578931754,True,B,True
74,A,0.7213424948053314,True,B,True
74,B,0.8288410039325289,True,B,True
74,C,0.6143210755352031,True,B,True
74,D,0.4772127696724896,True,B,True
75,A,0.5021358152368829,True,B,True
75,B,0.8200037483860381,True,B,True
75,C,0.5581616690545986,True,B,True
75,D,0.7117838495293679,True,B,True
76,A,0.7009352940821396,True,A,True
76,B,0.6523956688988876,True,A,True
76,C,0.5815297968967112,True,A,True
76,D,0.6545171307422939,True,A,True
77,A,0.8064466739889177,True,A,True
77,B,0.5616120795571642,True,A,True
77,C,0.6645146739250248,True,A,True
77,D,0.7184784929607341,True,A,True
78,A,0.7807098088885207,True,D,True
78,B,0.7176638390318781,True,D,True
78,C,0.79949198831639,True,D,True
78,D,0.8048071684219612,True,D,True
79,A,0.7818661709794921,True,A,True
79,B,0.6035729259576312,True,A,True
79,C,0.6188551238327473,True,A,True
79,D,0.673122728100022,True,A,True
80,A,0.6512492789660774,True,B,True
80,B,0.7801430597485558,True,B,True
80,C,0.6037705042092941,True,B,True
80,D,0.6172621492838727,True,B,True
81,A,0.676880155127908,True,B,True
81,B,0.6815008178982375,True,B,True
81,C,0.6205878267975159,True,B,True
81,D,0.5613392911593583,True,B,True
82,A,0.8657060716479392,True,A,True
82,B,0.8410183931826912,True,A,True
82,C,0.5494489464156745,True,A,True
82,D,0.5562268629644478,True,A,True
83,A,0.5491675233566254,True,C,True
83,B,0.766648341864821,True,C,True
83,C,0.8022957100291233,True,C,True
83,D,0.703677804436988,True,C,True
84,A,0.7966466184015206,True,A,True
84,B,0.643500049835542,True,A,True
84,C,0.48585933038639356,True,A,True
84,D,0.6962186343880299,True,A,True
85,A,0.7810151970996645,True,B,True
85,B,0.8547850134001673,True,B,True
85,C,0.6309994861163845,True,B,True
85,D,0.675410705054078,True,B,True
86,A,0.7057431357860294,True,B,True
86,B,0.8299396632797518,True,B,True
86,C,0.5610916323979128,True,B,True
86,D,0.8034371526037382,True,B,True
87,A,0.5969182438255775,True,D,True
87,B,0.5799427195212035,True,D,True
87,C,0.6705888041551908,True,D,True
87,D,0.829978395495829,True,D,True
88,A,0.7720675615955281,True,D,True
88,B,0.6757229835379285,True,D,True
88,C,0.7236279114347559,True,D,True
88,D,0.7794863635309973,True,D,True
89,A,0.7453414486072801,True,A,True
89,B,0.4977726019470898,True,A,True
89,C,0.6732053970849945,True,A,True
89,D,0.5443582164623436,True,A,True
90,A,0.7189896206196984,True,C,True
90,B,0.5329175442138603,True,C,True
90,C,0.8312169132248753,True,C,True
90,D,0.7772218006900214,True,C,True
91,A,0.7035069082630525,True,B,True
91,B,0.8113022731704749,True,B,True
91,C,0.5312209477799914,True,B,True
91,D,0.7008705560841054,True,B,True
92,A,0.7163616487242294,True,B,True
92,B,0.7878621198608932,True,B,True
92,C,0.7604806505782226,True,B,True
92,D,0.5230612947134499,True,B,True
93,A,0.6772461587670973,True,B,True
93,B,0.7693826352813523,True,B,True
93,C,0.6353352594103204,True,B,True
93,D,0.5574917325857932,True,B,True
94,A,0.736046965444121,True,A,True
94,B,0.7298628285383655,True,A,True
94,C,0.5558569021520664,True,A,True
94,D,0.5020561008779966,True,A,True
95,A,0.5525517930193902,True,C,True
95,B,0.7829207848407587,True,C,True
95,C,0.8290103184046183,True,C,True
95,D,0.7489555497431343,True,C,True
96,A,0.5274383354873299,True,B,True
96,B,0.6240806619960946,True,B,True
96,C,0.5373483039122602,True,B,True
96,D,0.5030573332874859,True,B,True
97,A,0.7842363440069743,True,C,True
97,B,0.564463449575862,True,C,True
97,C,0.8014810090496601,True,C,True
97,D,0.5415867152397453,True,C,True
98,A,0.6215891086198435,True,B,True
98,B,0.7926695469552657,True,B,True
98,C,0.7176595374906704,True,B,True
98,D,0.6426019909844112,True,B,True
99,A,0.7511026281365858,True,D,True
99,B,0.7068433850214066,True,D,True
99,C,0.6912992720925978,True,D,True
99,D,0.7656607890921481,True,D,True
100,A,0.6535277358968141,True,D,True
100,B,0.7745378935772481,True,D,True
100,C,0.8237672489861765,True,D,True
100,D,0.8580830023306637,True,D,True
